id,question,original_answer,audit_status,support_method,support_pos,match_detail,revised_answer,revised_note,support_excerpt
42,Nutuk sıradan bir anlatım olmayıp ne türden bir belgedir?,"Nutuk o günden 15 Ekim 1927 sabahına kadar olan olayların sıradan bir anlatımı değildir. Yapılan iş, tarihsel sürecin açıklanması, büyük bir devrimin tahlilidir.",exact_quote_or_near,answer_substring,11128,,,,"ı oturum yapıldı. Gençliğe Hitabe'yi söyleyip kürsüden indiğinde saat 20.25'ti. Mustafa Kemal söze ""1919 senesi Mayıs'ının 19. günü Samsun'a çıktım. Genel vaziyet ve manzara..."" diye başlar. Ancak Nutuk o günden 15 Ekim 1927 sabahına kadar olan olayların sıradan bir anlatımı değildir. Yapılan iş, tarihsel sürecin açıklanması, büyük bir devrimin tahlilidir. Atatürk, devrimin belli dönüm noktalar"
43,Atatürk'ün dönüm noktalarında yaptığı konuşmaların amacı nedir?,"Atatürk, devrimin belli dönüm noktalarında, arkada bırakılan sürecin muhasebesini ele alan önemli konuşmalar yapmıştır. Amaç, atılacak adımların daha sağlam zemine oturmasını güvence altına almaktır.",exact_quote_or_near,answer_substring,11286,,,,"iyet ve manzara..."" diye başlar. Ancak Nutuk o günden 15 Ekim 1927 sabahına kadar olan olayların sıradan bir anlatımı değildir. Yapılan iş, tarihsel sürecin açıklanması, büyük bir devrimin tahlilidir. Atatürk, devrimin belli dönüm noktalarında, arkada bırakılan sürecin muhasebesini ele alan önemli konuşmalar yapmıştır. Amaç, atılacak adımların daha sağlam zemine oturmasını güvence altına almaktır. Geçmişteki pürüzler düzeltilir, h"
44,Nutuk'un tarih muhasebesi yapma özelliği nasıl açıklanmaktadır?,"Geçmişteki pürüzler düzeltilir, hesaplar kapatılır, geleceğe uygun adım yürünür. Nutuk da böyle bir konuşmadır.",exact_quote_or_near,answer_substring,11481,,,,"idir. Atatürk, devrimin belli dönüm noktalarında, arkada bırakılan sürecin muhasebesini ele alan önemli konuşmalar yapmıştır. Amaç, atılacak adımların daha sağlam zemine oturmasını güvence altına almaktır. Geçmişteki pürüzler düzeltilir, hesaplar kapatılır, geleceğe uygun adım yürünür. Nutuk da böyle bir konuşmadır. Tıpkı Büyük Millet Meclisi'ni"
45,Atatürk Nutuk'u hazırlarken nasıl bir çalışma yapmıştır?,"Atatürk, bazı bölümlerini kendisi yazmış, bazı bölümlerini yazdırmıştır. Hazırlık aşamasında, toplanan yüzlerce vesikayı tek tek elden geçirmiş ve düzenlemiştir. Ayrıca kişilerin bilgisine başvurulmuştur. Yazdıklarını ilgili kişilere okuyup saatlerce tartışmış ve son şekli vermiştir.",partial_substring_support,answer_ngram_search,13342,düzenlemiştir ayrıca kişilerin bilgisine başvurulmuştur,,,"maktadır. Atatürk, bazı bölümlerini kendisi yazmış, bazı bölümlerini yazdırmıştır. Taslaklar üzerinde düzeltmeler, çıkarmalar ve eklemeler vardır. Büyük Devrimci Önder, hazırlık aşamasında, toplanan yüzlerce vesikayı tek tek elden geçirmiş ve düzenlemiştir. Ayrıca kişilerin bilgisine başvurulmu"
46,Mustafa Kemal'in İstanbul'a dönmeme kararının nedeni nedir?,"Genel vaziyeti artık bir kumandan sıfatıyla sevk ve idareye devam imkânı kalmamıştı. Davet emrine itaat etmemiş olmakla, şahsen asi vaziyete geçmiş olduğuna şüphe edilemezdi. Teşebbüslerin ve icraatın şahsi olmaktan çıkarılması ve bütün milletin birlik ve dayanışmasını temin ve temsil edecek bir heyet namına olması elzemdi.",partial_substring_support,answer_ngram_search,72659,heyet namına olması elzemdi,,,"ğrılışım Bu tarihten beş gün sonra, yani 8 Haziran 1919'da İstanbul'a Harbiye Nazırı tarafından davet olunduğumu ve gizli sorum üzerine kimler tarafından ve ne için talep edildiğimi ricalimizden bir zatın haber verdiğini vaktiyle bir münasebetle vuku bulan beyanatımd"
47,Mustafa Kemal İngiliz Muhipler Cemiyeti telgrafına karşı ne yapmıştır?,Bu telgrafın tesirini neticesiz bırakmak için milleti lüzumu gibi aydınlatmakla beraber hükümet nezdinde teşebbüslerde bulunmuştur.,partial_substring_support,answer_ngram_search,66507,aydınlatmakla beraber hükümet nezdinde,,,ri ihtiva etmeyen toplantılardan belki de bazılarının ürkmüş olmaları hatıra gelmektedir. İtilaf devletleri milletimizin haklarına ve bağımsızlığına riayetkâr kaldıkça ve millet vatanın bütünlüğünün dokunulmazlığından emin bulundukça gayrimüslim unsurların korkuya kapılmasına h
48,Türkiye-Havas-Royter ajansının haberinin yayımlanması üzerine Sadrazam'a ne yazılmıştır?,Sadrazam'a 'Milletin milli bağımsızlığı muhafazaya kararlı olduğunu ve bütün uğursuz neticelere karşı en son fedakârlığı göze aldırdığını ve milli vicdanı temsil etmeyen ihbarların endişe verici akisler doğurduğunu' yazmıştır.,partial_substring_support,answer_ngram_search,66865,milletin milli bağımsızlığı muhafazaya kararlı,,,"na tamamıyla emniyet buyurulmasını istirham ederim. Fakat milli bağımsızlık ve mevcudiyeti imha ve hayatın bekasını tehlikeye düşürenişgal, suikast ve tecavüz gibi İzmir havalisinde görülmekte olan fiiliyatın benzerlerinin ortaya çıkmasına karşı ne milletin heyecanını ve vicdani üzüntü"
49,Doğu Vilayetleri ahalisi neden üzüntü duymuştur?,Sadrazam Paşa Hazretleri bir Ermeni özerkliği esasını kabul ettiğini bildirmiş ancak bunun sınırını zikretmemiştir. Bundan Doğu Vilayetleri ahalisi bittabi üzüntü duydu ve keyfiyetin açıklanmasını istemeye mecbur oldu.,partial_substring_support,answer_ngram_search,69540,keyfiyetin açıklanmasını istemeye mecbur oldu,,,s neşriyatından anlaşılmıştır. İzmir vakası üzerine milletimizin gösterdiği milli bağlılık ve bu suretle bağımsızlığın muhafazası hususunda tezahür eden kati azmi neticesi olan bu mazhariyet şükrana değerdir. Fakat buna rağmen Yunanlılar İzmir vilayetinde işgalden menedilmiş değildir.
50,Vilayetlerdeki cemiyetlerin Sadrazam Paşa'ya telgrafla müracaat etmesinin amacı nedir?,Milli tam bağımsızlığın dokunulmazlığının ve milli çoğunluğun haklarının korunmasının milletçe esas şart olduğu beyan edilmeli ve buna göre gidecek heyetin müdafaa esaslarını millete resmen ve alenen bildirmesi talep olunmalıdır. Bu sayede İtilaf devletlerince milletin gerçek arzusu bilinecek ve heyetin vazifesi kolaylaşacaktır.,partial_substring_support,answer_ngram_search,70681,gidecek heyetin müdafaa esaslarını millete,,,bilir. Bu endişeyi doğuran sebepler şunlardır. Sadrazam Paşa Hazretleri duyulan beyanatında bir Ermeni özerkliği esasını kabul etmiş olduğunu bildirdi. Bunun sınırını zikretmedi. Bundan Doğu Vilayetleri ahalisi bittabi üzüntü duydu ve keyfiyetin açıklanmasını istemeye mecbur oldu. 
51,Amasya Tamimi'nin esas noktaları nelerdir?,"1. Vatanın bütünlüğü, milletin bağımsızlığı tehlikededir. 2. Merkezi hükümet üstlendiği mesuliyetin icaplarını yerine getirememektedir. 3. Milletin bağımsızlığını yine milletin azim ve kararı kurtaracaktır. 4. Her türlü tesir ve denetimden uzak bir milli heyetin varlığı elzemdir. 5. Anadolu'nun her bakımdan en emin mahalli olan Sivas'ta milli bir kongrenin süratle toplanması kararlaştırılmıştır. 6. Her livasından milletin itimadına mazhar üç delegenin yola çıkarılması. 7. Keyfiyetin bir milli sır halinde tutulması. 8. 10 Temmuz'da Erzurum'da bir kongre toplanacaktır.",partial_substring_support,answer_ngram_search,73232,üstlendiği mesuliyetin icaplarını yerine getirememektedir,,,"am etmiştir. Anadolu'ya dahil olalı bir ay olmuştu. Bu müddet zarfında bütün ordular aksamıyla temas ve irtibat temin edilmiş ve millet mümkün olduğu kadar aydınlatılarak teyakkuza getirilmiş ve uyandırılmış, milli teşkilat fikri yayılmaya başlamıştı. Genel vaziyeti artık bir kumandan sıfatıyla s"
52,Amasya Tamimi kime dikte ettirilmiştir ve ne zaman?,Yaverim Cevat Abbas Bey'e 21/22 Haziran 1919 gecesi Amasya'da dikte ettirilmiştir.,partial_substring_support,answer_ngram_search,73081,haziran 1919 gecesi amasya,,,"kısmı herkesçe malum olmuştur. Bu haberleşmeler, Erzurum'da istifa ettiğim tarihe kadar muhtelif harbiye nazırlarıyla ve doğrudan doğruya saray ile devam etmiştir. Anadolu'ya dahil olalı bir ay olmuştu. Bu müddet zarfında bütün ordular aksamıyla temas ve irtibat tem"
53,Amasya Tamimi müsveddesinde kimler imza atmıştır?,"Mustafa Kemal'in imzası, erkânıharbiye reisi Miralay Kâzım Bey (şimdiki İzmir Valisi Kâzım Paşa), erkânıharbiyeden tebliğe memur Hüsrev Bey, askeri makamlara şifre eden yaver Muzaffer Bey, mülki makamlara şifre eden bir memur efendi ve daha başka imzalar vardır.",partial_substring_support,answer_ngram_search,74946,askeri makamlara şifre eden yaver,,,milli heyetin varlığı elzemdir. 5. Anadolu'nun her bakımdan en emin mahalli olan Sivas'ta milli bir kongrenin süratle toplanması kararlaştırılmıştır. 6. Bunun için tekmil vilayetlerin her livasından milletin itimadına mazhar üç delegenin mümkün sürat ile yetişmek üzere hem
54,Havza'da Ali Fuat Paşa'dan gelen muammalı telgrafta ne söyleniyordu?,'Tanıdığınız bir zat bazı arkadaşlar ile İstanbul'dan buraya gelmiştir. Hareket suretleri hakkında ne emir buyuruyorsunuz' şeklinde bir telgraf gelmiştir ve isim şifrede bile yazılmamıştır.,partial_substring_support,answer_ngram_search,75392,buraya gelmiştir hareket suretleri hakkında,,,"ek yapılması lazımdır. 8. Doğu Vilayetleri namına 10 Temmuz'da Erzurum'da bir kongre toplanacaktır. Belirtilen tarihe kadar diğer vilayetlerin delegeleri Sivas'a ulaşabilirlerse, Erzurum Kongresi'nin üyeleri de Sivas genel toplantısına dahil olmak üzere hareket eder (Vesika: 26). Gö"
55,İsmini saklayan tanıdık kimdi ve neden İstanbul'u terk etmişti?,"Rauf Bey'di. İstanbul'da tutuklanmak yerine, daha faal olabileceğini düşünerek İzmir cephesine yakın olmak için Bandırma-Akhisar yoluyla Manisa havalisine gitmiş, sonra Ankara'ya gelmiştir.",partial_substring_support,answer_ngram_search,77274,bandırma akhisar yoluyla manisa havalisine,,,"mma halliyle iştigale zamanım müsait değildi. Fakat, Fuat Paşa'yı yakından görmek, mıntıkaları, muhitleri, düşünceleri hakkında fikir alışverişinde bulunmak, bence pek ziyade arzuya değer idi. Bu muammalı telgraftan ilham alarak kendisine şu ricada bulundum: "" Ankara'dan ayrıldığın"
56,Refet Bey imza meselesinde nasıl bir tutum sergilemiştir?,"Refet Bey, imzadan kaçındı ve böyle bir kongrenin yapılmasındaki maksat ve faydayı anlayamadığını söyledi. Fuat Paşa'nın isteği üzerine müsveddeyi eline alarak kendine mahsus bir işaret koydu.",partial_substring_support,answer_ngram_search,78840,müsveddeyi eline alarak kendine mahsus,,,"anevi ahvali bozuk, vaziyeti tehlikeli ve müthiş görmüş. Derhal isim değiştirerek oradan Ödemiş, Nazilli, Afyon Karahisar üzerinden Aziziye-Sivrihisar yoluyla ve araba ile de Ankara'ya, Fuat Paşa'nın nezdine gelmiş ve bana müracaat etmiş. Pek güzel ama! ismini saklamak suretiyl"
57,Rauf Bey imza meselesinde nasıl davrandı?,"Rauf Bey, misafir olduğundan bu müsveddeye imza koymak için kendinde bir alaka ve salahiyet görmediğini nezaketen ifade etti. Bunun tarihi bir hatıra olduğu söylenince imza etti.",partial_substring_support,answer_ngram_search,78224,salahiyet görmediğini nezaketen ifade etti,,,"adıklarına göre, belki de Karadeniz'de batırılacağımı emin kaynaktan işitmiş, onu haber verdi. Ben İstanbul'da kalıp tutuklanmaktansa batıp boğulmayı tercih ettim. Ve hareket ettim. Kendisine de önünde sonunda İstanbul'dan çıkmak mecburiyetinde kalırsa benim yanıma gelmesini söyled"
58,İstanbul'dan gönderilen mektupta Ali Kemal Bey ve Padişah hakkında ne denmektedir?,Metinde Ali Kemal Bey'in tamiminden ve Ali Kemal Bey ve Padişah başlığından bahsedilmektedir ancak detayları bu chunk'ta verilmemiştir.,partial_substring_support,answer_ngram_search,2935,ali kemal bey,,,İstanbul'a Geri Çağrılışım Sivas'ta Genel Bir Milli Heyet Toplamak Kararı Adını Saklayan Bir Tanıdığın Amasya'ya Gelmesi Rauf ve Refet Beylerin Tereddüdü İstanbul'da Bazı Zatlara Gönderdiğim Mektup Ali Kemal Bey'in Tamimi Ali Kemal Bey ve Padişah Ali Ga
59,Hamit Bey kimdir ve neden İstanbul Hükümetince azledilmiştir?,Hamit Bey bir yerel yetkilidir. Dahiliye Nezareti ile kavga etmesi nedeniyle değiştirilme teşebbüsü yapılmıştır.,partial_substring_support,answer_ngram_search,35192,dahiliye nezareti,,,"m fırka veya cemiyet unvanı altında teşekküller vardı. İstanbul'da mühim sayılacak teşebbüslerden biri İngiliz Muhipleri Cemiyeti idi. Bu isimden, İngilizlere muhip? olanların teşkil ettiği bir cemiyet anlaşılmasın! Bence, bu cemiyeti teşkil edenler, kendi "
60,Refet Bey'in 22 Temmuz 1919 tarihli telgrafında Salâhattin Bey hakkında ne söylenmektedir?,"Salâhattin Bey herkes gibi tanınan, kararsız tabiatlı bir zat. On günden fazla mıntıkada kalmamak niyetiyle gelmiş, kumandayı almadan geri kaçacaktı. Vatani vazifesi hatırlatılarak temin edilmiş. Memleketini sever fakat vakitsiz icraata gelemez. Maksada zararlı olamaz ve gayeye aykırı söz söylemez.",partial_substring_support,answer_ngram_search,115988,mıntıkada kalmamak niyetiyle gelmiş,,,"ı: ""Keyfiyet hakkında Refet Bey'in ehemmiyetle nazarı dikkati çekilir. İhtimal ki, Refet Bey böyle bir vaziyeti nazarı dikkate alarak şimdilik Amasya'da kalmayı da tercih eder."" 5. Fırka Kumandanı'nın 19 Temmuz 1919'da verdiği cevapta dikkat çeki-ci şu cümleler vardı: ""Salâh"
61,Refet Bey'e göre İngilizler Samsun'a tabur neden çıkarmışlardır?,"Hintli Müslümanları değiştirmekle beraber, bilhassa Sivas'ta bulunduğunu zannettikleri Mustafa Kemal'e karşı bir tehdit maksadıyla çıkarmışlardır.",partial_substring_support,answer_ngram_search,117599,hintli müslümanları değiştirmekle beraber bilhassa,,, Bunu ve bunun neticelerini bilhassa sizin takdir ve halletmeniz lazımdır. Zira herhangi bir ahali mahfilinde söyleyeceği yanlış ve milli gayeye aykırı bir tek sözün dahi meydana getireceği aksi tesiri ve bunun yaratacağı vaziyeti şimdiden düşünmek kâfidir (Mustafa Kemal). 3. Ordu Müfettiş
62,Refet Bey'in telgrafına göre Kâzım Paşa'nın vekâlete tayini ne anlama gelmektedir?,İstanbul'dakilerden bir kısmının fena bir maksadı olmadığını gösteriyor. Ayrıca Salâhattin Bey'in Sadık Bey hesabına gelmediğine delildir.,partial_substring_support,answer_ngram_search,118244,maksadı olmadığını gösteriyor,,,nra aldığım için kendine veremedim. Salâhattin Bey'i herkes gibi siz de pekâlâ? tanırsınız. Kararsız tabiatlı bir zat. On günden fazla bu mıntıkada kalmamak niyetiyle gelmiş. Az kaldı kumandayı almadan geri kaçacaktı. Kendisini temin ve tatmin ederek vatani vazifesini 
63,Refet Bey Sivas Kongresi hakkında ne düşünmektedir?,"Sivas Kongresi'nin halihazırda bir fayda sağlayıp sağlamayacağını sorguluyor, bugünkü vaziyete nazaran kongrenin Sivas'ta ve aleni bir tarzda yapılmasını tehlikeli buluyor. Delegelerin gelmesi mümkünse doğuda bir mahalde yapılmasının daha uygun olabileceğini düşünüyor.",partial_substring_support,answer_ngram_search,119892,tarzda yapılmasını tehlikeli,,,"ceğim. Herhalde adı geçeni uygun bir tarzda maksat dahilinde idare için tedbirler alıyorum. 2. Samsun'a çıkarılan taburun, buradaki Hintli Müslümanları değiştirmekle beraber, bilhassa Sivas'ta bulunduğunu zannettikleri zatıâlilerine karşı bir tehdit maksadıyla çıkarıl"
64,Mustafa Kemal'in Refet Bey'e 23 Temmuz 1919 tarihli cevabında ne söylenmiştir?,"Doğu ahvali hakkında alınan malumat mübalağadan uzak olmamakla beraber yanlış bir adım attırmamıştır. Mevcut vaziyet herkesin memnuniyetini icap ettirecek derecededir. Sivas Kongresi'nden pek çok fayda beklendiği, kati ve açık programın Erzurum Kongresi müzakerelerinden çıkacağı belirtilmiştir.",partial_substring_support,answer_ngram_search,122108,herkesin memnuniyetini icap ettirecek derecededir,,,lerle maksadı ihlal edeceğiz. Ya ihtiyatkâr olalım veyahut hemen işi açığa vuralım. Fakat ikisinden birini yapalım. Sivas Kongresi'nden halihazırda bir fayda ümit ediyor musunuz? Bugünkü vaziyete nazaran bu kongrenin Sivas'ta ve aleni bir tarzda yapılmasını tehlikeli bulmuyor musunuz? Gün
65,Erzurum Kongresi'ne girmek için Erzurum halkı nasıl kolaylık sağlamıştır?,Kongre'ye Erzurum temsilcisi olarak seçilmiş olan emekli Binbaşı Kâzım ve Dursun Bey zade Cevat Beyler temsilcilikten istifa ettiler.,exact_quote_or_near,answer_substring,125924,,,,"aşırılık görülüyor. Şüphesiz vaziyete göre verimli hareketlerde bulunabilecek surette ihtiyatkâr hareket taraftarıyım. Herkes için kati ve açık bir program ,) bugün toplanmaya başlayan Erzurum Kongresi müzakerelerinden çıkacaktır. Sivas Kongresi'nden pek çok fayda beklerim. Bugün değil, Sivas Kongresi ilk söz konusu olduğu gün dahi her taraftan ve bilhassa güneyden bir "
66,Erzurum Kongresi ne zaman ve nerede toplandı?,"1919 senesi Temmuz'unun 23. günü, pek mütevazı bir mektep salonunda toplandı.",exact_quote_or_near,answer_substring,126128,,,,"zakerelerinden çıkacaktır. Sivas Kongresi'nden pek çok fayda beklerim. Bugün değil, Sivas Kongresi ilk söz konusu olduğu gün dahi her taraftan ve bilhassa güneyden bir darbe gelmesini büyük ihtimal dahilinde gördüğüm ve bu sebeple müdafaa tedbirleri hususunda ricada bulunduğum hatırlanır. Bununla beraber, Erzurum"
67,Erzurum Kongresi'nin ilk günü Mustafa Kemal hangi göreve seçildi?,İlk günü Mustafa Kemal riyasete (başkanlığa) seçildi.,partial_substring_support,answer_ngram_search,11,mustafa kemal,,,"NUTUK Gazi Mustafa Kemal NUTUK 1. Cilt Genel Yayın Yönetmeni Şule Perinçek Editörler Nejat Bayramoğlu, Kurtuluş Güran Çevriyazı Ercüment Hüsnü B"
